회원번호,날짜,우유,소고기,열대과일,버터,뿌리채소,기타 채소,사과/배,롤빵,생크림/사워크림,닭고기,생수,다진고기,페이스트리,감귤류,가공치즈,식빵,스낵,과일/채소주스,요거트,응고유,계란,커피,돼지고기,프리미엄 초콜릿,디저트,아이스크림,베리류,보관용 빵류,통밀빵,기타 음료,반조리 빵,쇼핑백,발라먹는 치즈,초콜릿,신문,냉동채소,차,사탕
2771,25-06-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2772,18-03-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,19-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,2004-12-15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,2007-11-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,26-03-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,28-10-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2775,2006-08-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,2006-11-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2775,2007-01-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,2003-04-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2777,2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2777,2007-04-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,24-05-2015,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2778,26-04-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2779,17-10-2015,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2779,2001-12-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,22-11-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2779,27-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,2004-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2781,2010-07-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,2011-01-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,2009-04-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,2009-06-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,31-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2784,13-11-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,2010-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2784,24-12-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2784,26-05-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,18-10-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,2004-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2785,2012-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2786,21-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2786,25-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,30-08-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,13-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
2787,2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2787,2009-05-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,24-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,28-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2788,17-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2788,2003-09-15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,2001-06-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,2002-11-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2789,2006-02-15,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
2789,2006-06-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2789,2012-07-14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2789,28-01-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,29-05-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2790,2011-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,30-12-2015,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2791,21-11-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,29-07-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2794,13-07-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,18-02-2014,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,2012-09-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,29-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,19-03-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,2003-05-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,2006-05-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2795,2012-03-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,27-06-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,16-02-2014,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,17-10-2015,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2796,18-04-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,19-05-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2797,2008-08-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,2012-09-15,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,17-06-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,27-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,17-06-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,2010-09-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2799,2012-08-15,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,24-09-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,25-05-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,27-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2800,17-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2800,2002-02-15,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2800,2002-10-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,29-10-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,17-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2801,23-01-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,14-09-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,15-12-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,28-07-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,2003-07-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,2004-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2803,26-10-2014,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2804,19-09-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,2005-07-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,16-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2805,17-08-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,18-04-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2805,30-08-2015,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2806,13-03-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,17-07-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,2003-07-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,2005-05-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,23-01-2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2010-04-15,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2810,2005-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,2008-02-14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,22-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,29-01-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2010-05-14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,22-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2811,23-02-2015,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,2008-12-14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,28-08-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2813,16-07-2015,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2813,16-11-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,17-02-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,2001-10-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,15-12-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,17-07-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2814,18-09-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2814,2008-01-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,2010-06-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,2011-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2815,2010-09-15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,23-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2815,30-10-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,15-05-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,18-01-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2816,19-06-2015,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2816,2001-10-15,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,2006-03-14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2816,30-09-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,22-12-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2818,2007-11-15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,2011-11-15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,22-11-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,24-11-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,18-12-2015,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2823,17-10-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2824,17-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2005-09-14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2007-12-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2825,25-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,29-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,16-10-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2827,31-10-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,19-12-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2007-07-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2829,29-10-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,19-07-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,21-09-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,22-06-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2831,18-05-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,30-05-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,2002-11-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,29-07-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,14-08-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2834,2002-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2834,2007-02-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,26-12-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,2009-10-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2835,2010-05-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,23-07-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,29-12-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,13-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2837,19-09-2015,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,22-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,19-04-2014,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2010-11-15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,2006-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,29-06-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,31-10-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,2007-08-15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2840,22-07-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,27-01-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,27-05-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,15-05-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,29-07-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,14-04-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,14-12-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,2012-10-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,21-05-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,2001-10-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,15-08-2015,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,23-09-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,18-05-2015,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2005-01-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,28-04-2014,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,14-07-2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,15-11-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,24-11-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2849,28-05-2014,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,30-06-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,2010-01-14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,27-02-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,27-03-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,16-03-2015,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,17-02-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,2001-01-15,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2851,2011-04-14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,2008-06-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2853,17-11-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,13-02-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,19-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,2008-02-15,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2855,13-06-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,17-01-2014,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2855,2003-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2007-11-14,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2008-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2009-09-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,25-05-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,18-02-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,18-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,2012-12-14,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,28-08-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,27-02-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2860,20-12-2015,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,2001-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,2011-01-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,26-10-2014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,15-04-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,2002-12-15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2861,23-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,25-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2862,2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2863,2003-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2863,2007-07-14,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,13-03-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2864,16-10-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2865,23-09-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,16-04-2014,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2867,2012-11-15,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,23-12-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,25-06-2015,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,15-06-2014,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2868,18-07-2015,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,20-03-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2868,2004-03-14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2868,2004-12-15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,22-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,2002-08-14,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,2010-12-15,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,29-04-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,14-12-2014,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,2004-09-14,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2870,21-01-2015,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,25-02-2015,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
2870,25-10-2015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,20-12-2015,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2003-05-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,21-04-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2871,21-09-2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,19-09-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,2003-09-15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,2009-10-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,23-05-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,23-10-2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,28-01-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,15-02-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,2005-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,2009-09-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,22-01-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,2001-11-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,19-09-2015,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,22-03-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,30-10-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,2010-04-15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,13-06-2014,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,27-06-2014,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2879,28-12-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,19-06-2015,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2880,2004-12-14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2882,25-06-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2882,26-04-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,17-02-2015,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2883,2009-05-14,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,2012-10-15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,17-03-2014,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2004-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2884,28-12-2015,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
